seed_id,source_dataset,original_requirement,capability_text_auto,auto_include,auto_exclusion_reason,include,exclusion_reason,capability_text_final
S0590,NICE,'The Brio portion of the WCS system must be able to export files in spreadsheet form (Microsoft Excel and Lotus 1-2-3 formats). Brio will provide buttons in the user interface that produce/export reports in .xls or .123 file formats.',export files in spreadsheet form (Microsoft Excel and Lotus 1-2-3 formats). Brio will provide buttons in the user interface that produce/export reports in .xls or .123 file formats,no,too_long;multi_sentence;formula_or_symbol;possibly_multiple_capabilities;residual_modal_in_capability,no,too_long;multi_sentence;formula_or_symbol;possibly_multiple_capabilities;residual_modal_in_capability,
S0591,NICE,'The WCS system must run queries to the WCS databases once again (on a specified day) to update the available data available to CCR users. Queries must be made to external databases for data refresh once a week.',run queries to the WCS databases once again (on a specified day) to update the available data available to CCR users. Queries must be made to external databases for data refresh once a week,no,too_long;multi_sentence;residual_modal_in_capability,no,too_long;multi_sentence;residual_modal_in_capability,
S0592,NICE,'All changes updates and additions to the WCS system shall be updated in the WCS Developer and WCS User Guides. Every change must be reflected in WCS system documentation',be updated in the WCS Developer and WCS User Guides. Every change must be reflected in WCS system documentation,no,multi_sentence;possibly_multiple_capabilities;residual_modal_in_capability,no,multi_sentence;possibly_multiple_capabilities;residual_modal_in_capability,
S0593,NICE,'The system shall only be accessed by authorized Corporate Community Grants (CCR) employees. Users must be authenticated using their IBM intranet user name and password.',only be accessed by authorized Corporate Community Grants (CCR) employees. Users must be authenticated using their IBM intranet user name and password,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0594,NICE,The WCS system shall not allow automatic logins by any user. Cookies containing WCS login information about a user will not be stored on a user's computer.',not allow automatic logins by any user. Cookies containing WCS login information about a user will not be stored on a user's computer,no,multi_sentence;negation;residual_modal_in_capability,no,multi_sentence;negation;residual_modal_in_capability,
S0595,NICE,Each team owner will need to use a username and password in order to be authenticated to reach the team owner's page',need to use a username and password in order to be authenticated to reach the team owner's page,yes,,no,,
S0596,NICE,'The Commissioner will be the only authorized user per league to adjust league settings.',be the only authorized user per league to adjust league settings,yes,,no,,
S0597,NICE,'Each page shall contain a navigation menu which shows the index into which the current page is contained.',contain a navigation menu which shows the index into which the current page is contained,yes,,no,,
S0598,NICE,'Each page shall contain a similar format with action items in one location and navigation buttons in a different location.',contain a similar format with action items in one location and navigation buttons in a different location,yes,,no,,
S0599,NICE,'The message board shall contain the 5 most recently posted messages on the league page. The messages will contain up to the first 150 characters of the message.',contain the 5 most recently posted messages on the league page. The messages will contain up to the first 150 characters of the message,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0600,NICE,'A new user shall be able to navigate through the league and team pages within 30 seconds of reaching the start-up page.',navigate through the league and team pages within 30 seconds of reaching the start-up page,yes,,no,,
S0601,NICE,"Users shall be able to reach the 'add' , drop', and 'trade player' pages with one click from the team owner's page.'","reach the 'add' , drop', and 'trade player' pages with one click from the team owner's page",yes,,no,,
S0602,NICE,'Users shall be able to view at least 25 NFL player statistics and points on each page.',view at least 25 NFL player statistics and points on each page,yes,,no,,
S0603,NICE,'The application shall ask the user to confirm dropping a player or trading a player before performing the action.',ask the user to confirm dropping a player or trading a player before performing the action,yes,,no,,
S0604,NICE,'The application shall be able to complete every user transaction within one fourth of a second of receiving the request over the network.',complete every user transaction within one fourth of a second of receiving the request over the network,yes,,no,,
S0605,NICE,'The application shall have a downtime of at most 10 minutes per year.',have a downtime of at most 10 minutes per year,yes,,no,,
S0606,NICE,'The application shall run on a web application server.',run on a web application server,yes,,no,,
S0607,NICE,'A primary database will be used to store cached data for active users.',be used to store cached data for active users,yes,,no,,
S0608,NICE,'A secondary database will be used to store historical statistics and data.',be used to store historical statistics and data,yes,,no,,
S0609,NICE,'Application updates shall occur between 3AM and 6 AM CST on Wednesday morning during the middle of the NFL season.',occur between 3AM and 6 AM CST on Wednesday morning during the middle of the NFL season,yes,,no,,
S0610,NICE,'New System version releases shall be released at the beginning of each NFL season.',be released at the beginning of each NFL season,yes,,no,,
S0611,NICE,'The RFS system should be available 24/7 especially during the budgeting period. The RFS system shall be available 90% of the time all year and 98% during the budgeting period. 2% of the time the system will become available within 1 hour of the time that the situation is reported.',be available 24/7 especially during the budgeting period. The RFS system shall be available 90% of the time all year and 98% during the budgeting period. 2% of the time the system will become available within 1 hour of the time that the situation is reported,no,too_long;multi_sentence;formula_or_symbol;residual_modal_in_capability,no,too_long;multi_sentence;formula_or_symbol;residual_modal_in_capability,
S0612,NICE,'98% of the user workstations shall meet the minimum hardware requirements prior to implementation. Minimum Hard Disk Space: 400MB.',% of the user workstations shall meet the minimum hardware requirements prior to implementation. Minimum Hard Disk Space: 400MB,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,
S0613,NICE,'98% of the user workstations shall meet the minimum software requirements prior to implementation: Microsoft Internet Explorer 5.0. Microsoft .NET Framework 1.1. Microsoft Internet Explorer Web Controls',% of the user workstations shall meet the minimum software requirements prior to implementation: Microsoft Internet Explorer 5.0. Microsoft .NET Framework 1.1. Microsoft Internet Explorer Web Controls,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,
S0614,NICE,The RFS system should be able to easily interface with the BDW environment in order to load the data. Seven data files shall be received from the BDW and loaded into the RFS system within 3 hours one day prior to the start of budgeting process every year. The data will be as of October month-end. Test files (7) shall be loaded up to 5 times throughout the year from the BDW.',easily interface with the BDW environment in order to load the data. Seven data files shall be received from the BDW and loaded into the RFS system within 3 hours one day prior to the start of budgeting process every year. The data will be as of October month-end. Test files (7) shall be loaded up to 5 times throughout the year from the BDW,no,too_long;multi_sentence;residual_modal_in_capability,no,too_long;multi_sentence;residual_modal_in_capability,
S0615,NICE,'Changes to revenue and expense formulae must be applied to the RFS system every year prior to the budgeting process start. Revenue and expense formulae will be updated within one week of their receipt after which 2 weeks will be allotted to testing of the budget calculations to be conducted jointly by the project development team and PCG Finance.',be applied to the RFS system every year prior to the budgeting process start. Revenue and expense formulae will be updated within one week of their receipt after which 2 weeks will be allotted to testing of the budget calculations to be conducted jointly by the project development team and PCG Finance,no,too_long;multi_sentence;possibly_multiple_capabilities;residual_modal_in_capability,no,too_long;multi_sentence;possibly_multiple_capabilities;residual_modal_in_capability,
S0616,NICE,'New branches/complexes/districts/regions and revenue/expense accounts added to the BDW must be reflected in the RFS system. 100% of the entities (mentioned above) available as of October month-end will be loaded into the RFS system prior to the budget start process.',be reflected in the RFS system. 100% of the entities (mentioned above) available as of October month-end will be loaded into the RFS system prior to the budget start process,no,too_long;multi_sentence;formula_or_symbol;residual_modal_in_capability,no,too_long;multi_sentence;formula_or_symbol;residual_modal_in_capability,
S0617,NICE,'Only authorized user shall access the RFS system. ONLY users that exist in the UAS system with the RFS system assigned to their role(s) shall access the RFS system and use it.',access the RFS system. ONLY users that exist in the UAS system with the RFS system assigned to their role(s) shall access the RFS system and use it,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0618,NICE,User access should be limited to the permissions granted to their role(s) Each level in the PCG hierarchy will be assigned a role and users will be assigned to these roles. Access to functionality within RFS system is dependent on the privileges/permission assigned to the role.',be limited to the permissions granted to their role(s) Each level in the PCG hierarchy will be assigned a role and users will be assigned to these roles. Access to functionality within RFS system is dependent on the privileges/permission assigned to the role,no,too_long;multi_sentence;residual_modal_in_capability,no,too_long;multi_sentence;residual_modal_in_capability,
S0619,NICE,'The product must comply with the intranet page standards and requirements of ENET Securities. 95% of the product look & feel will be approved by the Architecture group prior to implementation. The remaining 5% will be corrected and approved within one month of product release.',comply with the intranet page standards and requirements of ENET Securities. 95% of the product look & feel will be approved by the Architecture group prior to implementation. The remaining 5% will be corrected and approved within one month of product release,no,too_long;multi_sentence;formula_or_symbol;possibly_multiple_capabilities;residual_modal_in_capability,no,too_long;multi_sentence;formula_or_symbol;possibly_multiple_capabilities;residual_modal_in_capability,
S0620,NICE,'The intranet pages should display appropriately in all resolutions from 800x600 and higher. The display of all the pages will be correct in 95% of the resolutions prior to implementation. The remaining 5% will be corrected within a week of notification of the incorrect display.',display appropriately in all resolutions from 800x600 and higher. The display of all the pages will be correct in 95% of the resolutions prior to implementation. The remaining 5% will be corrected within a week of notification of the incorrect display,no,too_long;multi_sentence;formula_or_symbol;residual_modal_in_capability,no,too_long;multi_sentence;formula_or_symbol;residual_modal_in_capability,
S0621,NICE,'The users should be able to easily use the system to successfully complete their budgets within the stipulated time for completion. With a week of training prior to product implementation 98% of the users shall complete their budgets within the stipulated time.',easily use the system to successfully complete their budgets within the stipulated time for completion. With a week of training prior to product implementation 98% of the users shall complete their budgets within the stipulated time,no,too_long;multi_sentence;formula_or_symbol;residual_modal_in_capability,no,too_long;multi_sentence;formula_or_symbol;residual_modal_in_capability,
S0622,NICE,'The product interface should be fast. The response time of the product interface should not exceed 2 seconds 90% of the time. For 10% of the time the response time should not be more than 10 seconds.not be more than 10 seconds.',be fast. The response time of the product interface should not exceed 2 seconds 90% of the time. For 10% of the time the response time should not be more than 10 seconds.not be more than 10 seconds,no,too_long;multi_sentence;negation;formula_or_symbol;residual_modal_in_capability,no,too_long;multi_sentence;negation;formula_or_symbol;residual_modal_in_capability,
